carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY,mesoZone,vehicleTypeIdOrig,vehicleIdOrig
8395857-1-hdt,b2b-14305,ft-dddaa6,ft-hdt-Dsl,530530726032,-122.77367858556694,47.18841308427953,530670109101.0,hdt_D_Diesel,b2b--c33-10105
6338079-1-mdv,b2b-14308,ft-6c7780,ft-mdv-Gas,530330228033,-122.13205854606929,47.64168137892205,530330228033.0,mdv_G_Gasoline,b2b--c33-10149
6338079-1-mdv,b2b-14309,ft-9790a2,ft-mdv-Gas,530330228033,-122.13205854606929,47.64168137892205,530330228033.0,mdv_G_Gasoline,b2b--c33-10112
6338079-1-mdv,b2b-14314,ft-1f4229,ft-mdv-Gas,530330228033,-122.13205854606929,47.64168137892205,530330228033.0,mdv_G_Gasoline,b2b--c33-10145
6319907-3-mdv,b2b-14337,ft-824461,ft-mdv-Gas,530330227012,-122.20623206663724,47.6599067914523,530330227012.0,mdv_G_Gasoline,b2b--c33-10258
6319907-3-mdv,b2b-14339,ft-f00f22,ft-mdv-Gas,530330227012,-122.20623206663724,47.6599067914523,530330227012.0,mdv_G_Gasoline,b2b--c33-10256
6319907-2-hdt,b2b-14343,ft-4eafb2,ft-hdt-Dsl,530330227012,-122.20623206663724,47.6599067914523,530330227012.0,hdt_D_Diesel,b2b--c33-10326
7362099-3-ld3,b2b-14351,ft-64cc7e,ft-ld3-Dsl,530330305011,-122.23365186191168,47.31231621291003,530330305011.0,ld3_D_Diesel,b2b--c33-10383
6433892-4-ld3,b2b-14352,ft-dd6470,ft-ld3-Gas,530530726032,-122.77367858556694,47.18841308427953,530670105101.0,ld3_G_Gasoline,b2b--c33-10384
6307760-3-mdv,b2b-14362,ft-d0b695,ft-mdv-Dsl,530530730061,-122.34205714968499,46.929459090111166,530150003001.0,mdv_D_Diesel,b2b--c33-10419
6307760-1-ld1,b2b-14367,ft-5c7c74,ft-ld1-Gas,530530730061,-122.34205714968499,46.929459090111166,530150003001.0,ld1_G_Gasoline,b2b--c33-10438
6370414-1-mdv,b2b-14382,ft-f34f8f,ft-mdv-Dsl,530330080021,-122.34344147469287,47.612827941665124,530330080021.0,mdv_D_Diesel,b2b--c33-10497
7367687-1-mdv,b2b-14383,ft-699466,ft-mdv-Gas,530530729061,-122.55458304299809,47.04914301037767,530419703002.0,mdv_G_Gasoline,b2b--c33-10499
