carrierId,tourId,vehicleId,vehicleTypeId,warehouseZone,warehouseX,warehouseY,mesoZone
767614-2-74hdv-d,b2b-3839,767614-2-74hdv-d-c13-7299,hdv-D-Diesel-2018-Baseline,1572,-122.03876761569792,37.9595738836344,1572.0
776430-2-75hdt-d,b2b-3840,776430-2-75hdt-d-c13-7329,hdt-D-Diesel-2018-Baseline,9268,-121.78758123856964,38.52165374171291,10581.0
776469-3-76hdt-d,b2b-3841,776469-3-76hdt-d-c13-7330,hdt-D-Diesel-2018-Baseline,1324,-121.66937376930372,38.09122059178913,6472.0
782694-3-77hdt-d,b2b-3842,782694-3-77hdt-d-c13-7417,hdt-D-Diesel-2018-Baseline,1908,-122.3438439246734,37.91980179701155,1908.0
782694-3-77hdv-d,b2b-3843,782694-3-77hdv-d-c13-7471,hdv-D-Diesel-2018-Baseline,1908,-122.3438439246734,37.91980179701155,1908.0
782694-3-77hdv-d,b2b-3844,782694-3-77hdv-d-c13-7472,hdv-D-Diesel-2018-Baseline,1908,-122.3438439246734,37.91980179701155,1908.0
788885-1-78md-d,b2b-3845,788885-1-78md-d-c13-7523,md-D-Diesel-2018-Baseline,9268,-121.78758123856964,38.52165374171291,5357.0
8053255-2-79hdt-d,b2b-3846,8053255-2-79hdt-d-c13-7525,hdt-D-Diesel-2018-Baseline,1361,-121.5823017185247,37.81574240548626,6579.0
821998-1-80hdv-d,b2b-3847,821998-1-80hdv-d-c13-7584,hdv-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,6716.0
8276001-4-81hdv-d,b2b-3848,8276001-4-81hdv-d-c13-7614,hdv-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,3029.0
830358-1-82md-d,b2b-3849,830358-1-82md-d-c13-7640,md-D-Diesel-2018-Baseline,1686,-121.99118760428206,37.82657266555096,1686.0
830358-1-82hdt-d,b2b-3850,830358-1-82hdt-d-c13-7718,hdt-D-Diesel-2018-Baseline,1686,-121.99118760428206,37.82657266555096,1686.0
831343-2-83md-d,b2b-3851,831343-2-83md-d-c13-7749,md-D-Diesel-2018-Baseline,1411,-121.88590591171813,38.022125317784486,1411.0
831343-2-83hdt-d,b2b-3852,831343-2-83hdt-d-c13-7866,hdt-D-Diesel-2018-Baseline,1411,-121.88590591171813,38.022125317784486,1411.0
831343-2-83hdv-d,b2b-3853,831343-2-83hdv-d-c13-7979,hdv-D-Diesel-2018-Baseline,1411,-121.88590591171813,38.022125317784486,1411.0
831343-2-84md-d,b2b-3854,831343-2-84md-d-c13-8010,md-D-Diesel-2018-Baseline,1411,-121.88590591171813,38.022125317784486,1411.0
831343-2-84hdt-d,b2b-3855,831343-2-84hdt-d-c13-8127,hdt-D-Diesel-2018-Baseline,1411,-121.88590591171813,38.022125317784486,1411.0
831630-2-85md-d,b2b-3856,831630-2-85md-d-c13-8154,md-D-Diesel-2018-Baseline,1697,-122.11135314165408,37.88452338578268,1697.0
831630-2-85md-d,b2b-3857,831630-2-85md-d-c13-8155,md-D-Diesel-2018-Baseline,1697,-122.11135314165408,37.88452338578268,1697.0
831630-2-85md-d,b2b-3858,831630-2-85md-d-c13-8190,md-D-Diesel-2018-Baseline,1697,-122.11135314165408,37.88452338578268,1697.0
831630-2-85hdv-d,b2b-3859,831630-2-85hdv-d-c13-8281,hdv-D-Diesel-2018-Baseline,1697,-122.11135314165408,37.88452338578268,1697.0
831646-2-86hdt-d,b2b-3860,831646-2-86hdt-d-c13-8307,hdt-D-Diesel-2018-Baseline,8634,-121.36677058858194,36.989633293462106,6787.0
834987-1-87md-d,b2b-3861,834987-1-87md-d-c13-8334,md-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,9744.0
834987-1-87hdt-d,b2b-3862,834987-1-87hdt-d-c13-8415,hdt-D-Diesel-2018-Baseline,997,-121.65163628610372,37.59875350174936,9744.0
836919-1-88md-d,b2b-3863,836919-1-88md-d-c13-8441,md-D-Diesel-2018-Baseline,9268,-121.78758123856964,38.52165374171291,4510.0
837319-1-89hdt-d,b2b-3864,837319-1-89hdt-d-c13-8468,hdt-D-Diesel-2018-Baseline,9268,-121.78758123856964,38.52165374171291,2019.0
837325-1-90md-d,b2b-3865,837325-1-90md-d-c13-8494,md-D-Diesel-2018-Baseline,1361,-121.5823017185247,37.81574240548626,6308.0
8383252-4-91hdv-d,b2b-3866,8383252-4-91hdv-d-c13-8495,hdv-D-Diesel-2018-Baseline,1906,-122.3739878450816,37.93074134768835,1906.0
8383252-4-91hdv-d,b2b-3867,8383252-4-91hdv-d-c13-8522,hdv-D-Diesel-2018-Baseline,1906,-122.3739878450816,37.93074134768835,1906.0
8383252-4-92hdv-d,b2b-3868,8383252-4-92hdv-d-c13-8523,hdv-D-Diesel-2018-Baseline,1906,-122.3739878450816,37.93074134768835,1906.0
