taz,parkingType,chargingPointType,housingType,propertyType,county,locationX,locationY,parkingZoneId,reservedFor,pricingModel,feeInCents,numStalls,timeRestrictions
,Commercial,NoCharger,non-res,,,-122.3605486,47.6244122,522012_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3605532,47.6238237,522015_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.360551,47.6240974,522076_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3607089,47.6241308,522510_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.360689,47.6251733,522585_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3199621,47.6248064,522594_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3579142,47.6252771,522818_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3459891,47.6271897,522823_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180887,47.6179227,522904_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180945,47.618292,522915_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180922,47.6181443,523019_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3451831,47.6271045,523045_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3480146,47.6272132,523072_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3197984,47.623567,523172_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3483786,47.6272144,523194_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3244986,47.6131402,523200_2_doublePark,Any,Block,4910.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3476506,47.6272119,523201_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3268898,47.6149054,523203_2_doublePark,Any,Block,4810.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3268942,47.614599,523256_2_doublePark,Any,Block,4810.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.345258,47.6271047,523462_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3472018,47.6271034,523485_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180725,47.6174112,523545_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3245007,47.6133047,523556_2_doublePark,Any,Block,4910.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3458539,47.6271069,523601_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180878,47.617868,523622_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180896,47.6179774,523686_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3472739,47.6272133,523809_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180684,47.6171567,523839_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3484522,47.6271078,523879_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3479337,47.6272129,523903_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180937,47.6182428,523928_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3472828,47.6271037,523965_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3579131,47.6254701,523967_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3198031,47.6232631,524000_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3579156,47.6250568,524054_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3580991,47.6236088,524066_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3471117,47.6272128,524075_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.318097,47.6184493,524105_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3245019,47.6133992,524111_2_doublePark,Any,Block,4910.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3483382,47.6272143,524154_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3198025,47.6233041,524235_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3466253,47.6272111,524280_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3199677,47.6244296,524300_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3479742,47.627213,524332_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3468888,47.627212,524361_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3197964,47.6236971,524440_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180978,47.6185013,524465_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.345785,47.6271067,524541_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3199635,47.6247119,524585_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.345333,47.627105,524875_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3197978,47.6236094,524973_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3198008,47.6234137,524987_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3321846,47.6068604,524993_2_doublePark,Any,Block,4460.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3454621,47.6271877,525032_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180675,47.6170978,525051_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180961,47.6183973,525085_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3476911,47.627212,525158_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180929,47.6181935,525161_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3197971,47.6236533,525192_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3456918,47.6271063,525325_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3452797,47.6271871,525389_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3580995,47.6235458,525411_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3478933,47.6272127,525432_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3467064,47.6272114,525566_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3199628,47.6247599,525751_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.318074,47.6175028,525754_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180665,47.6170404,525933_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3423681,47.6147145,525935_2_doublePark,Any,Block,4810.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3197929,47.6239257,525964_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3470964,47.6271031,525982_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180732,47.6174563,526090_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3485978,47.6271083,526139_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3244993,47.613195,526196_2_doublePark,Any,Block,4910.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.345483,47.6271056,526201_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3483794,47.6271075,526215_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3180711,47.6173222,526248_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3580988,47.6236554,526253_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.319965,47.624616,526317_2_doublePark,Any,Block,4760.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3470153,47.6271028,526328_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.3245028,47.6134678,526346_2_doublePark,Any,Block,4910.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.318087,47.6178133,526380_2_doublePark,Any,Block,4710.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
,Commercial,NoCharger,non-res,,,-122.345408,47.6271053,526461_2_doublePark,Any,Block,4660.0,1.0,Class2b3Vocational|11:00-16:59;Class456Vocational|11:00-16:59;Class78Vocational|11:00-16:59;Class78Tractor|11:00-16:59;Car|11:00-16:59;MediumDutyPassenger|11:00-16:59;Class2b3Vocational|11:00-16:59
